momento_hecho,edad,sexo,clase_victima,vehiculo_victima,tipo_via,tipo_incidente,clima,fatal
Diurno,41,Masculino,Peaton,Colectivo,Calle,Colision vehiculo/Persona,Bueno,0
Diurno,3,Femenino,Peaton,Automovil,Calle,Colision vehiculo/Persona,Bueno,0
Diurno,20,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,29,Femenino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,47,Femenino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Lluvia,0
Diurno,21,Masculino,Conductor,Automovil,Autopista provincial,Colision vehiculo/Vehiculo,Lluvia,0
Diurno,26,Masculino,Pasajero,Automovil,Autopista provincial,Colision vehiculo/Vehiculo,Lluvia,0
Diurno,59,Femenino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,51,Masculino,Conductor,Motocicleta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,35,Masculino,Conductor,Camioneta,Ruta nacional,Colision vehiculo/Objeto-Vuelco,Bueno,0
Diurno,73,Femenino,Pasajero,Colectivo,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,76,Femenino,Peaton,Automovil,Calle,Colision vehiculo/Persona,Lluvia,0
Diurno,46,Masculino,Conductor,Automovil,Autopista nacional,Colision vehiculo/Vehiculo,Lluvia,0
Diurno,27,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,46,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,39,Masculino,Pasajero,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,21,Masculino,Pasajero,Automovil,Calle,Colision vehiculo/Objeto-Vuelco,Bueno,0
Diurno,56,Masculino,Pasajero,Colectivo,Calle,Colision vehiculo/Objeto-Vuelco,Bueno,0
Diurno,46,Femenino,Pasajero,Colectivo,Calle,Colision vehiculo/Objeto-Vuelco,Bueno,0
Diurno,54,Masculino,Pasajero,Colectivo,Calle,Colision vehiculo/Objeto-Vuelco,Bueno,0
Diurno,56,Femenino,Pasajero,Colectivo,Calle,Colision vehiculo/Objeto-Vuelco,Bueno,0
Diurno,30,Femenino,Pasajero,Colectivo,Calle,Colision vehiculo/Objeto-Vuelco,Bueno,0
Diurno,33,Femenino,Pasajero,Colectivo,Calle,Colision vehiculo/Objeto-Vuelco,Bueno,0
Diurno,80,Masculino,Pasajero,Colectivo,Calle,Colision vehiculo/Objeto-Vuelco,Bueno,0
Diurno,11,Femenino,Peaton,Automovil,Calle,Colision vehiculo/Persona,Bueno,0
Diurno,12,Masculino,Peaton,Automovil,Calle,Colision vehiculo/Persona,Bueno,0
Diurno,9,Femenino,Peaton,Automovil,Calle,Colision vehiculo/Persona,Bueno,1
Diurno,24,Femenino,Conductor,Bicicleta,Ruta nacional,Colision vehiculo/Vehiculo,Ventoso,0
Diurno,33,Femenino,Peaton,Bicicleta,Calle,Colision vehiculo/Persona,Bueno,0
Diurno,38,Femenino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,11,Masculino,Pasajero,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,23,Masculino,Pasajero,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,15,Femenino,Pasajero,Colectivo,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,43,Femenino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,61,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,20,Femenino,Pasajero,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,62,Femenino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,17,Femenino,Pasajero,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,64,Femenino,Peaton,Camioneta,Calle,Colision vehiculo/Persona,Bueno,0
Diurno,21,Masculino,Conductor,Bicicleta,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,32,Femenino,Conductor,Bicicleta,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,14,Masculino,Conductor,Bicicleta,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,35,Femenino,Conductor,Bicicleta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,18,Femenino,Peaton,Automovil,Ruta provincial,Colision vehiculo/Vehiculo,Bueno,0
Diurno,62,Femenino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,6,Masculino,Pasajero,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,51,Masculino,Conductor,Motocicleta,Ruta nacional,Colision vehiculo/Objeto-Vuelco,Bueno,0
Diurno,91,Femenino,Peaton,Automovil,Calle,Colision vehiculo/Persona,Bueno,1
Diurno,12,Masculino,Peaton,Automovil,Calle,Colision vehiculo/Persona,Bueno,0
Diurno,41,Femenino,Peaton,Automovil,Calle,Colision vehiculo/Persona,Bueno,0
Diurno,24,Femenino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,25,Masculino,Pasajero,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,25,Femenino,Conductor,Bicicleta,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,22,Masculino,Conductor,Bicicleta,Calle,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,16,Femenino,Peaton,Automovil,Ruta nacional,Colision vehiculo/Persona,Bueno,0
Diurno,35,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,26,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,17,Masculino,Conductor,Motocicleta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,45,Femenino,Conductor,Automovil,Autopista provincial,Colision vehiculo/Vehiculo,Bueno,0
Diurno,9,Masculino,Pasajero,Colectivo,Calle,Colision vehiculo/Objeto-Vuelco,Bueno,0
Diurno,20,Masculino,Conductor,Motocicleta,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,13,Femenino,Peaton,Automovil,Calle,Colision vehiculo/Persona,Bueno,0
Diurno,15,Masculino,Conductor,Bicicleta,Calle,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,35,Masculino,Conductor,Motocicleta,Calle,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,31,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,9,Masculino,Conductor,Bicicleta,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,45,Masculino,Conductor,Motocicleta,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,21,Femenino,Conductor,Automovil,Autopista provincial,Colision vehiculo/Objeto-Vuelco,Bueno,0
Diurno,31,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,81,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,42,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,34,Masculino,Conductor,Bicicleta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,13,Masculino,Conductor,Bicicleta,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,40,Masculino,Conductor,Camioneta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,28,Masculino,Peaton,Automovil,Calle,Colision vehiculo/Persona,Bueno,0
Diurno,40,Masculino,Conductor,Camioneta,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,31,Masculino,Conductor,Automovil,Autopista provincial,Colision vehiculo/Vehiculo,Bueno,0
Diurno,44,Masculino,Conductor,Automovil,Autopista provincial,Colision vehiculo/Vehiculo,Bueno,0
Diurno,21,Masculino,Conductor,Automovil,Autopista provincial,Colision vehiculo/Vehiculo,Bueno,0
Diurno,50,Femenino,Pasajero,Automovil,Autopista provincial,Colision vehiculo/Vehiculo,Bueno,0
Diurno,52,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,15,Femenino,Peaton,Automovil,Calle,Colision vehiculo/Persona,Bueno,0
Diurno,15,Femenino,Conductor,Bicicleta,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,70,Masculino,Conductor,Motocicleta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,57,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,54,Femenino,Pasajero,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,29,Masculino,Conductor,Automovil,Autopista provincial,Colision vehiculo/Vehiculo,Bueno,0
Diurno,19,Femenino,Conductor,Automovil,Autopista provincial,Colision vehiculo/Vehiculo,Bueno,0
Diurno,28,Femenino,Pasajero,Automovil,Autopista provincial,Colision vehiculo/Vehiculo,Bueno,0
Diurno,53,Femenino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,62,Femenino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,36,Femenino,Conductor,Motocicleta,Ruta nacional,Colision vehiculo/Objeto-Vuelco,Bueno,0
Diurno,47,Masculino,Conductor,Automovil,Autopista nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,61,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,71,Femenino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,19,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,46,Femenino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,52,Femenino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,41,Masculino,Pasajero,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,23,Masculino,Pasajero,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,32,Masculino,Pasajero,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,42,Masculino,Pasajero,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,45,Femenino,Pasajero,Colectivo,Calle,Colision vehiculo/Objeto-Vuelco,Bueno,0
Diurno,37,Masculino,Pasajero,Colectivo,Calle,Colision vehiculo/Objeto-Vuelco,Bueno,0
Diurno,69,Femenino,Pasajero,Colectivo,Calle,Colision vehiculo/Objeto-Vuelco,Bueno,0
Diurno,68,Femenino,Conductor,Automovil,Autopista provincial,Colision vehiculo/Objeto-Vuelco,Bueno,0
Diurno,25,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,59,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,35,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,29,Masculino,Pasajero,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,33,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,51,Femenino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,38,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,8,Masculino,Pasajero,Automovil,Ruta provincial,Colision vehiculo/Vehiculo,Bueno,0
Diurno,33,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,26,Femenino,Pasajero,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,12,Masculino,Peaton,Automovil,Calle,Colision vehiculo/Persona,Bueno,0
Diurno,57,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,46,Femenino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,13,Masculino,Peaton,Automovil,Calle,Colision vehiculo/Persona,Bueno,0
Diurno,64,Femenino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,66,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,91,Femenino,Pasajero,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,20,Femenino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Lluvia,0
Diurno,29,Masculino,Conductor,Camioneta,Calle,Colision vehiculo/Objeto-Vuelco,Lluvia,0
Nocturno,27,Femenino,Pasajero,Automovil,Calle,Colision vehiculo/Objeto-Vuelco,Bueno,0
Diurno,32,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Lluvia,0
Diurno,28,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Lluvia,0
Diurno,75,Masculino,Peaton,Colectivo,Calle,Colision vehiculo/Persona,Bueno,0
Diurno,13,Masculino,Peaton,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,25,Femenino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,25,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,23,Masculino,Pasajero,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,51,Masculino,Pasajero,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,31,Femenino,Pasajero,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,48,Femenino,Pasajero,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,33,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,19,Femenino,Pasajero,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,48,Femenino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,20,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,20,Femenino,Pasajero,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,71,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,22,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,68,Femenino,Pasajero,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,35,Masculino,Conductor,Bicicleta,Calle,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,51,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,23,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,36,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,32,Masculino,Pasajero,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,1
Diurno,49,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Lluvia,0
Diurno,22,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,46,Femenino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,65,Masculino,Conductor,Automovil,Autopista nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,50,Masculino,Conductor,Automovil,Autopista nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,39,Femenino,Conductor,Automovil,Ruta provincial,Colision vehiculo/Vehiculo,Bueno,0
Diurno,21,Femenino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,24,Femenino,Conductor,Bicicleta,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,25,Masculino,Conductor,Bicicleta,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,47,Femenino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,57,Femenino,Pasajero,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,32,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,44,Femenino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,53,Masculino,Pasajero,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,55,Femenino,Pasajero,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,15,Masculino,Conductor,Bicicleta,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,20,Masculino,Peaton,Automovil,Calle,Colision vehiculo/Persona,Bueno,0
Diurno,50,Masculino,Conductor,Bicicleta,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,38,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,27,Femenino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,64,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Lluvia,0
Diurno,43,Masculino,Peaton,Automovil,Calle,Colision vehiculo/Persona,Bueno,0
Diurno,49,Masculino,Conductor,Camioneta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,32,Masculino,Conductor,Bicicleta,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,17,Femenino,Pasajero,Automovil,Ruta provincial,Colision vehiculo/Vehiculo,Bueno,0
Diurno,60,Femenino,Pasajero,Colectivo,Calle,Colision vehiculo/Objeto-Vuelco,Bueno,0
Diurno,68,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,39,Masculino,Conductor,Motocicleta,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,38,Masculino,Conductor,Camioneta,Calle,Colision vehiculo/Objeto-Vuelco,Bueno,0
Diurno,67,Femenino,Peaton,Automovil,Calle,Colision vehiculo/Persona,Bueno,0
Diurno,37,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,36,Femenino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,24,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,41,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,40,Masculino,Conductor,Bicicleta,Calle,Colision vehiculo/Objeto-Vuelco,Bueno,0
Diurno,5,Masculino,Peaton,Automovil,Calle,Colision vehiculo/Persona,Bueno,0
Nocturno,30,Femenino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Lluvia,0
Nocturno,16,Masculino,Peaton,Automovil,Calle,Colision vehiculo/Persona,Bueno,0
Nocturno,30,Masculino,Conductor,Automovil,Autopista provincial,Colision vehiculo/Objeto-Vuelco,Lluvia,0
Diurno,27,Femenino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,7,Masculino,Pasajero,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,62,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,56,Femenino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,54,Femenino,Pasajero,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,59,Masculino,Conductor,Motocicleta,Calle,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,27,Masculino,Peaton,Automovil,Calle,Colision vehiculo/Persona,Bueno,0
Diurno,40,Femenino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,12,Femenino,Pasajero,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,10,Femenino,Pasajero,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,21,Femenino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,25,Masculino,Conductor,Automovil,Autopista provincial,Colision vehiculo/Vehiculo,Bueno,0
Diurno,21,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,61,Masculino,Conductor,Motocicleta,Ruta provincial,Colision vehiculo/Vehiculo,Bueno,0
Diurno,43,Femenino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,38,Masculino,Conductor,Automovil,Autopista nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,26,Femenino,Conductor,Automovil,Autopista nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,20,Femenino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,90,Femenino,Pasajero,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,7,Masculino,Peaton,Camioneta,Ruta nacional,Colision vehiculo/Persona,Bueno,0
Diurno,26,Femenino,Conductor,Automovil,Calle,Colision vehiculo/Objeto-Vuelco,Bueno,0
Diurno,27,Femenino,Pasajero,Automovil,Calle,Colision vehiculo/Objeto-Vuelco,Bueno,0
Diurno,36,Femenino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,13,Femenino,Pasajero,Automovil,Calle,Colision vehiculo/Vehiculo,Lluvia,0
Diurno,54,Femenino,Conductor,Automovil,Autopista provincial,Colision vehiculo/Vehiculo,Bueno,0
Diurno,45,Masculino,Conductor,Automovil,Autopista provincial,Colision vehiculo/Vehiculo,Bueno,0
Diurno,43,Femenino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,31,Masculino,Conductor,Camioneta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,54,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,11,Masculino,Peaton,Automovil,Calle,Colision vehiculo/Persona,Bueno,0
Diurno,41,Masculino,Conductor,Motocicleta,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,40,Femenino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,39,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,43,Masculino,Conductor,Bicicleta,Ruta nacional,Colision vehiculo/Vehiculo,Lluvia,0
Diurno,61,Masculino,Peaton,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,27,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Objeto-Vuelco,Bueno,0
Diurno,15,Masculino,Conductor,Bicicleta,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,33,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,26,Masculino,Conductor,Motocicleta,Ruta nacional,Colision vehiculo/Objeto-Vuelco,Bueno,0
Diurno,39,Masculino,Peaton,Automovil,Ruta nacional,Colision vehiculo/Persona,Bueno,0
Diurno,50,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,33,Masculino,Peaton,Colectivo,Calle,Colision vehiculo/Persona,Bueno,0
Diurno,32,Masculino,Conductor,Automovil,Autopista nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,23,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,40,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,35,Femenino,Pasajero,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,24,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Objeto-Vuelco,Lluvia,0
Nocturno,23,Masculino,Pasajero,Automovil,Ruta nacional,Colision vehiculo/Objeto-Vuelco,Lluvia,1
Nocturno,28,Masculino,Pasajero,Automovil,Ruta nacional,Colision vehiculo/Objeto-Vuelco,Lluvia,0
Nocturno,26,Masculino,Pasajero,Automovil,Ruta nacional,Colision vehiculo/Objeto-Vuelco,Lluvia,0
Nocturno,20,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Lluvia,0
Diurno,7,Masculino,Peaton,Automovil,Calle,Colision vehiculo/Persona,Bueno,0
Diurno,48,Masculino,Conductor,Motocicleta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,35,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,35,Femenino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,26,Masculino,Conductor,Camioneta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,29,Masculino,Pasajero,Camioneta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,52,Masculino,Conductor,Bicicleta,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,4,Femenino,Peaton,Automovil,Calle,Colision vehiculo/Persona,Bueno,0
Diurno,22,Masculino,Conductor,Bicicleta,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,27,Femenino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,25,Femenino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,47,Femenino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,59,Femenino,Pasajero,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,26,Masculino,Peaton,Automovil,Calle,Colision vehiculo/Persona,Bueno,0
Diurno,20,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,19,Masculino,Pasajero,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,23,Masculino,Conductor,Automovil,Autopista provincial,Colision vehiculo/Objeto-Vuelco,Bueno,0
Diurno,24,Femenino,Pasajero,Automovil,Autopista provincial,Colision vehiculo/Objeto-Vuelco,Bueno,0
Diurno,40,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,18,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,44,Femenino,Peaton,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,50,Femenino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,12,Masculino,Pasajero,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,57,Masculino,Conductor,Bicicleta,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,17,Femenino,Conductor,Motocicleta,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,33,Femenino,Conductor,Automovil,Autopista provincial,Colision vehiculo/Objeto-Vuelco,Bueno,0
Diurno,5,Femenino,Peaton,Automovil,Ruta nacional,Colision vehiculo/Persona,Bueno,0
Diurno,27,Femenino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Objeto-Vuelco,Bueno,0
Diurno,31,Masculino,Conductor,Bicicleta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,40,Femenino,Conductor,Automovil,Autopista nacional,Colision vehiculo/Vehiculo,Bueno,0
